"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000265","23-05-2024","09:42:54",2024,5,"MACH00066","Machine 66","MODEL-4287","Hydraulic Press","ABB","FAC02","Factory 2","LINE026","Assembly Line 26","59.7","32.3","4.78","42.61",3081,"46.81","Running","93.2","No","93.92",2,18,11,8590,"E002","Error condition E002","03-08-2024","17-01-2024"
"LOG00000266","17-12-2024","22:49:38",2024,2,"MACH00067","Machine 67","MODEL-1202","Conveyor","Fanuc","FAC03","Factory 3","LINE027","Assembly Line 27","63.2","37.9","5.49","10.79",8207,"8.34","Idle","81.66","No","98.67",17,10,18,1062,"E003","Error condition E003","25-11-2024","19-05-2024"
"LOG00000267","16-12-2024","10:08:04",2024,6,"MACH00068","Machine 68","MODEL-1839","Robot Arm","KUKA","FAC04","Factory 4","LINE028","Assembly Line 28","47.1","47.3","8.62","0.4",3034,"45.59","Maintenance","93.57","No","66.37",14,2,5,2782,"E004","Error condition E004","02-03-2024","12-05-2024"
"LOG00000268","15-04-2024","16:59:52",2024,9,"MACH00069","Machine 69","MODEL-3721","Welder","Bosch","FAC05","Factory 5","LINE029","Assembly Line 29","52.2","71.9","1.32","11.17",1956,"32.17","Error","90.82","No","87.68",14,19,18,3777,"E005","Error condition E005","09-05-2024","05-06-2024"
"LOG00000269","24-04-2024","13:54:26",2024,2,"MACH00070","Machine 70","MODEL-4535","Drill","Mitsubishi","FAC06","Factory 6","LINE030","Assembly Line 30","62.7","34.6","4.8","9.26",8582,"7.54","Stopped","90.05","No","97.64",2,24,8,8469,"None","No errors","26-06-2024","12-03-2024"
"LOG00000270","14-10-2024","16:37:16",2024,3,"MACH00071","Machine 71","MODEL-9886","Lathe","Yaskawa","FAC07","Factory 7","LINE001","Assembly Line 1","51.2","44.9","1.41","33.93",9173,"22.55","Running","91.89","No","61.55",6,12,23,2959,"E001","Error condition E001","02-11-2024","03-05-2024"
"LOG00000271","18-06-2024","03:57:26",2024,2,"MACH00072","Machine 72","MODEL-4167","Compressor","Omron","FAC08","Factory 8","LINE002","Assembly Line 2","55.1","61.6","2.03","31.04",4636,"17.21","Idle","54.87","Yes","73.13",1,24,0,4619,"E002","Error condition E002","23-05-2024","14-03-2024"
"LOG00000272","11-10-2024","14:51:11",2024,10,"MACH00073","Machine 73","MODEL-8144","CNC Machine","Siemens","FAC01","Factory 1","LINE003","Assembly Line 3","61.9","58.9","1.86","15.53",7262,"36.18","Maintenance","82.92","No","93.97",12,18,24,7202,"E003","Error condition E003","15-08-2024","15-03-2024"
"LOG00000273","17-05-2024","05:28:59",2024,8,"MACH00074","Machine 74","MODEL-6043","Hydraulic Press","ABB","FAC02","Factory 2","LINE004","Assembly Line 4","40.3","33.2","4.18","46.35",3345,"16.85","Error","72.41","No","66.26",0,15,5,1417,"E004","Error condition E004","09-04-2024","17-09-2024"
"LOG00000274","26-10-2024","18:28:01",2024,8,"MACH00075","Machine 75","MODEL-6118","Conveyor","Fanuc","FAC03","Factory 3","LINE005","Assembly Line 5","43.6","46.2","8.73","3.58",5574,"6.23","Stopped","65.17","Yes","70.03",19,22,6,3665,"E005","Error condition E005","02-05-2024","18-08-2024"
"LOG00000275","15-02-2024","22:39:31",2024,3,"MACH00076","Machine 76","MODEL-9759","Robot Arm","KUKA","FAC04","Factory 4","LINE006","Assembly Line 6","32.8","71.6","2.13","29.7",8396,"31.21","Running","73.81","No","74.72",5,21,1,9741,"None","No errors","05-12-2024","28-10-2024"
"LOG00000276","02-07-2024","11:07:37",2024,2,"MACH00077","Machine 77","MODEL-6465","Welder","Bosch","FAC05","Factory 5","LINE007","Assembly Line 7","38.3","50.5","8.08","25.2",770,"33.31","Idle","71.3","No","75.23",24,8,15,7867,"E001","Error condition E001","27-11-2024","08-11-2024"
"LOG00000277","01-07-2024","02:57:08",2024,7,"MACH00078","Machine 78","MODEL-7098","Drill","Mitsubishi","FAC06","Factory 6","LINE008","Assembly Line 8","54","54.3","6.17","11.67",5800,"29.21","Maintenance","51.58","Yes","80.04",5,3,11,8869,"E002","Error condition E002","13-03-2024","12-08-2024"
"LOG00000278","14-10-2024","05:59:20",2024,9,"MACH00079","Machine 79","MODEL-6303","Lathe","Yaskawa","FAC07","Factory 7","LINE009","Assembly Line 9","49.6","66.9","6.19","46.55",4651,"38.79","Error","92.3","No","65.54",7,21,5,212,"E003","Error condition E003","03-08-2024","03-06-2024"
"LOG00000279","05-03-2024","18:48:02",2024,8,"MACH00080","Machine 80","MODEL-7609","Compressor","Omron","FAC08","Factory 8","LINE010","Assembly Line 10","48.6","74.9","8.92","37.58",3740,"24.42","Stopped","85.95","No","66.34",6,7,20,4773,"E004","Error condition E004","11-06-2024","07-02-2024"
"LOG00000280","13-02-2024","17:00:56",2024,3,"MACH00081","Machine 81","MODEL-2966","CNC Machine","Siemens","FAC01","Factory 1","LINE011","Assembly Line 11","62","60","7.16","38.49",3437,"18.29","Running","74.68","No","70.24",7,2,18,742,"E005","Error condition E005","28-12-2024","19-11-2024"
"LOG00000281","22-08-2024","19:19:23",2024,12,"MACH00082","Machine 82","MODEL-7627","Hydraulic Press","ABB","FAC02","Factory 2","LINE012","Assembly Line 12","79.6","54.2","9.29","1.2",160,"36.91","Idle","50.83","Yes","78.44",8,4,4,2691,"None","No errors","24-02-2024","22-11-2024"
"LOG00000282","07-02-2024","13:59:56",2024,11,"MACH00083","Machine 83","MODEL-1337","Conveyor","Fanuc","FAC03","Factory 3","LINE013","Assembly Line 13","71.9","55.4","9.02","42.15",3824,"1.44","Maintenance","72.32","No","76.8",5,10,5,32,"E001","Error condition E001","21-10-2024","27-08-2024"
"LOG00000283","03-03-2024","17:36:29",2024,8,"MACH00084","Machine 84","MODEL-4810","Robot Arm","KUKA","FAC04","Factory 4","LINE014","Assembly Line 14","62.7","46","6.73","33.52",9640,"2.15","Error","88.87","No","81.79",0,10,19,7640,"E002","Error condition E002","26-05-2024","24-01-2024"
"LOG00000284","04-08-2024","19:54:37",2024,2,"MACH00085","Machine 85","MODEL-5903","Welder","Bosch","FAC05","Factory 5","LINE015","Assembly Line 15","33.8","57.7","6.39","11.7",8329,"25.28","Stopped","94.55","No","72.31",1,4,20,6914,"E003","Error condition E003","16-09-2024","16-07-2024"
"LOG00000285","28-05-2024","06:17:53",2024,9,"MACH00086","Machine 86","MODEL-7184","Drill","Mitsubishi","FAC06","Factory 6","LINE016","Assembly Line 16","70.3","43.3","9.63","12.18",2413,"37.67","Running","81.2","No","89.05",8,7,13,5266,"E004","Error condition E004","15-07-2024","15-12-2024"
"LOG00000286","11-06-2024","19:14:50",2024,10,"MACH00087","Machine 87","MODEL-2102","Lathe","Yaskawa","FAC07","Factory 7","LINE017","Assembly Line 17","41.1","75.9","8.83","47.32",7768,"39.45","Idle","91.05","No","98.05",2,21,12,4352,"E005","Error condition E005","19-10-2024","14-03-2024"
"LOG00000287","15-02-2024","13:51:28",2024,4,"MACH00088","Machine 88","MODEL-2020","Compressor","Omron","FAC08","Factory 8","LINE018","Assembly Line 18","44.7","77.7","9.08","38.11",4367,"3.06","Maintenance","68.97","Yes","94.98",1,9,0,2404,"None","No errors","21-12-2024","12-06-2024"
"LOG00000288","17-06-2024","12:43:05",2024,11,"MACH00089","Machine 89","MODEL-4869","CNC Machine","Siemens","FAC01","Factory 1","LINE019","Assembly Line 19","31.6","60.4","2.4","0.04",1194,"24.37","Error","97.55","No","70.52",0,16,21,5159,"E001","Error condition E001","13-01-2024","24-01-2024"
"LOG00000289","16-02-2024","15:12:21",2024,9,"MACH00090","Machine 90","MODEL-2424","Hydraulic Press","ABB","FAC02","Factory 2","LINE020","Assembly Line 20","35","77.8","3.51","15.96",7085,"36.82","Stopped","64.89","Yes","97.93",6,20,22,5858,"E002","Error condition E002","15-05-2024","20-05-2024"
"LOG00000290","13-11-2024","16:47:59",2024,7,"MACH00091","Machine 91","MODEL-3260","Conveyor","Fanuc","FAC03","Factory 3","LINE021","Assembly Line 21","67.8","79.5","5.02","42.34",6208,"26.71","Running","95.42","No","92.3",24,12,15,8198,"E003","Error condition E003","11-08-2024","04-09-2024"
"LOG00000291","18-02-2024","02:31:34",2024,2,"MACH00092","Machine 92","MODEL-3059","Robot Arm","KUKA","FAC04","Factory 4","LINE022","Assembly Line 22","33.7","75.8","9.55","23.57",835,"16.64","Idle","90.89","No","98.23",12,0,21,5624,"E004","Error condition E004","19-03-2024","01-06-2024"
"LOG00000292","21-02-2024","00:30:13",2024,5,"MACH00093","Machine 93","MODEL-7876","Welder","Bosch","FAC05","Factory 5","LINE023","Assembly Line 23","29.7","47","8.03","41.09",2743,"9.78","Maintenance","97.36","No","78.85",22,14,0,4968,"E005","Error condition E005","26-05-2024","03-09-2024"
"LOG00000293","22-03-2024","14:30:23",2024,8,"MACH00094","Machine 94","MODEL-9760","Drill","Mitsubishi","FAC06","Factory 6","LINE024","Assembly Line 24","62.4","60.9","4.04","48.92",116,"46.15","Error","69.12","Yes","75.52",8,21,19,4852,"None","No errors","21-05-2024","21-01-2024"
"LOG00000294","05-07-2024","04:27:55",2024,5,"MACH00095","Machine 95","MODEL-6703","Lathe","Yaskawa","FAC07","Factory 7","LINE025","Assembly Line 25","50.1","73.8","5.54","32.95",3388,"3.56","Stopped","63.03","Yes","72.53",3,8,19,34,"E001","Error condition E001","20-11-2024","14-08-2024"
"LOG00000295","07-01-2024","05:27:15",2024,12,"MACH00096","Machine 96","MODEL-6430","Compressor","Omron","FAC08","Factory 8","LINE026","Assembly Line 26","56.8","68","4.08","6.49",835,"45.77","Running","81.02","No","87.2",21,8,24,3659,"E002","Error condition E002","14-09-2024","17-05-2024"
"LOG00000296","20-07-2024","14:12:06",2024,12,"MACH00097","Machine 97","MODEL-1074","CNC Machine","Siemens","FAC01","Factory 1","LINE027","Assembly Line 27","26.4","68.5","2.96","13.07",7737,"15.7","Idle","77.51","No","66.9",16,19,0,1265,"E003","Error condition E003","06-05-2024","28-09-2024"
"LOG00000297","20-12-2024","11:46:02",2024,3,"MACH00098","Machine 98","MODEL-8286","Hydraulic Press","ABB","FAC02","Factory 2","LINE028","Assembly Line 28","56.6","75.7","2.92","34.81",5249,"0.84","Maintenance","55.8","Yes","71.1",22,24,15,5587,"E004","Error condition E004","28-04-2024","19-04-2024"
"LOG00000298","05-07-2024","17:27:02",2024,5,"MACH00099","Machine 99","MODEL-2807","Conveyor","Fanuc","FAC03","Factory 3","LINE029","Assembly Line 29","74.6","33.1","3.25","42.94",7240,"49.41","Error","73.22","No","61.33",7,13,1,6839,"E005","Error condition E005","25-05-2024","20-08-2024"
"LOG00000299","25-11-2024","18:14:23",2024,3,"MACH00100","Machine 100","MODEL-1444","Robot Arm","KUKA","FAC04","Factory 4","LINE030","Assembly Line 30","62","72.8","6.82","4.19",6372,"36.68","Stopped","50.5","Yes","96.71",22,2,6,182,"None","No errors","07-11-2024","15-07-2024"
"LOG00000300","26-02-2024","20:41:33",2024,9,"MACH00001","Machine 1","MODEL-9672","Welder","Bosch","FAC05","Factory 5","LINE001","Assembly Line 1","36.9","51.4","2.32","42.18",7218,"16.6","Running","88.51","No","93.3",0,18,9,9370,"E001","Error condition E001","01-08-2024","14-10-2024"
"LOG00000301","05-12-2024","01:48:54",2024,11,"MACH00002","Machine 2","MODEL-5446","Drill","Mitsubishi","FAC06","Factory 6","LINE002","Assembly Line 2","53.3","54.4","9.09","16.08",6479,"18.03","Idle","74.75","No","83.95",23,14,13,3295,"E002","Error condition E002","16-03-2024","20-09-2024"
"LOG00000302","04-02-2024","14:34:59",2024,10,"MACH00003","Machine 3","MODEL-6922","Lathe","Yaskawa","FAC07","Factory 7","LINE003","Assembly Line 3","38","38.7","9.06","27.85",5982,"39.77","Maintenance","86.83","No","78",23,23,10,5555,"E003","Error condition E003","27-06-2024","11-06-2024"
"LOG00000303","19-06-2024","11:31:50",2024,10,"MACH00004","Machine 4","MODEL-6488","Compressor","Omron","FAC08","Factory 8","LINE004","Assembly Line 4","69.3","57.1","7.6","0.24",4924,"26.26","Error","89.08","No","97.76",17,9,1,3149,"E004","Error condition E004","08-03-2024","08-04-2024"
"LOG00000304","14-12-2024","13:51:44",2024,10,"MACH00005","Machine 5","MODEL-4868","CNC Machine","Siemens","FAC01","Factory 1","LINE005","Assembly Line 5","64.4","59.1","3.83","28.95",3041,"30.89","Stopped","84.1","No","62.76",1,22,20,252,"E005","Error condition E005","27-05-2024","09-11-2024"
"LOG00000305","15-07-2024","17:03:16",2024,2,"MACH00006","Machine 6","MODEL-4323","Hydraulic Press","ABB","FAC02","Factory 2","LINE006","Assembly Line 6","42.3","45.9","4.85","26.71",2480,"43.11","Running","56.34","Yes","89.08",14,23,14,322,"None","No errors","06-08-2024","04-01-2024"
"LOG00000306","04-02-2024","14:56:32",2024,11,"MACH00007","Machine 7","MODEL-3512","Conveyor","Fanuc","FAC03","Factory 3","LINE007","Assembly Line 7","75.9","60","3.2","44.25",309,"29.56","Idle","60.74","Yes","81.3",6,11,8,9622,"E001","Error condition E001","16-10-2024","12-03-2024"
"LOG00000307","02-06-2024","08:13:01",2024,7,"MACH00008","Machine 8","MODEL-1223","Robot Arm","KUKA","FAC04","Factory 4","LINE008","Assembly Line 8","51.4","77.7","2.77","26.3",5149,"8.54","Maintenance","77.24","No","96.82",9,11,2,5506,"E002","Error condition E002","06-03-2024","03-03-2024"
"LOG00000308","27-07-2024","22:45:14",2024,5,"MACH00009","Machine 9","MODEL-1221","Welder","Bosch","FAC05","Factory 5","LINE009","Assembly Line 9","60.6","47.6","5.12","7.8",7427,"8.53","Error","63.24","Yes","81.31",9,1,20,9716,"E003","Error condition E003","15-04-2024","20-03-2024"
"LOG00000309","14-01-2024","10:21:44",2024,6,"MACH00010","Machine 10","MODEL-8833","Drill","Mitsubishi","FAC06","Factory 6","LINE010","Assembly Line 10","73.3","36.2","6.12","9.63",9684,"24.91","Stopped","92.67","No","90.65",7,4,10,2768,"E004","Error condition E004","04-06-2024","10-03-2024"
"LOG00000310","02-12-2024","19:12:12",2024,12,"MACH00011","Machine 11","MODEL-2983","Lathe","Yaskawa","FAC07","Factory 7","LINE011","Assembly Line 11","41.4","57","3.45","40.33",367,"26.46","Running","72.74","No","66.12",5,13,18,7933,"E005","Error condition E005","28-11-2024","07-01-2024"
"LOG00000311","01-05-2024","05:02:50",2024,1,"MACH00012","Machine 12","MODEL-8150","Compressor","Omron","FAC08","Factory 8","LINE012","Assembly Line 12","64","52.3","4.18","0.71",606,"18.14","Idle","80.15","No","91.26",21,0,23,921,"None","No errors","07-06-2024","10-05-2024"
"LOG00000312","22-07-2024","12:25:47",2024,4,"MACH00013","Machine 13","MODEL-6312","CNC Machine","Siemens","FAC01","Factory 1","LINE013","Assembly Line 13","72.6","53.7","2.98","24.84",9870,"5.3","Maintenance","69.01","Yes","98.48",3,9,13,4968,"E001","Error condition E001","07-06-2024","21-05-2024"
"LOG00000313","05-06-2024","18:49:41",2024,4,"MACH00014","Machine 14","MODEL-5156","Hydraulic Press","ABB","FAC02","Factory 2","LINE014","Assembly Line 14","33.7","58.1","5.88","11.23",7972,"13.85","Error","74.92","No","76.64",18,8,14,4144,"E002","Error condition E002","12-03-2024","07-09-2024"
"LOG00000314","03-07-2024","17:36:59",2024,11,"MACH00015","Machine 15","MODEL-2091","Conveyor","Fanuc","FAC03","Factory 3","LINE015","Assembly Line 15","22.7","30.8","1.34","22.8",6735,"31.95","Stopped","87.9","No","72.86",15,19,12,4191,"E003","Error condition E003","18-06-2024","06-11-2024"
"LOG00000315","22-04-2024","22:25:45",2024,6,"MACH00016","Machine 16","MODEL-3130","Robot Arm","KUKA","FAC04","Factory 4","LINE016","Assembly Line 16","47.1","39.3","0.84","1.74",2614,"3.9","Running","94.37","No","63.18",12,19,14,3459,"E004","Error condition E004","06-04-2024","24-12-2024"
"LOG00000316","04-11-2024","12:15:16",2024,9,"MACH00017","Machine 17","MODEL-2807","Welder","Bosch","FAC05","Factory 5","LINE017","Assembly Line 17","46.5","48.8","8.96","12.19",7949,"25.88","Idle","78.74","No","73.15",11,16,18,5287,"E005","Error condition E005","11-06-2024","02-10-2024"
"LOG00000317","04-02-2024","07:17:03",2024,7,"MACH00018","Machine 18","MODEL-8654","Drill","Mitsubishi","FAC06","Factory 6","LINE018","Assembly Line 18","52.8","36.8","7.55","47.66",3409,"19.79","Maintenance","72.47","No","74.86",12,10,22,9747,"None","No errors","16-02-2024","16-10-2024"
"LOG00000318","07-02-2024","03:56:03",2024,5,"MACH00019","Machine 19","MODEL-5746","Lathe","Yaskawa","FAC07","Factory 7","LINE019","Assembly Line 19","75.1","54.5","6.7","12.24",1671,"47.56","Error","94.86","No","78.25",23,10,23,5244,"E001","Error condition E001","20-04-2024","23-02-2024"
"LOG00000319","09-02-2024","15:04:38",2024,2,"MACH00020","Machine 20","MODEL-8269","Compressor","Omron","FAC08","Factory 8","LINE020","Assembly Line 20","59.7","48.4","9.25","43.16",6595,"17.39","Stopped","70.11","No","72.52",13,8,22,6418,"E002","Error condition E002","22-07-2024","10-02-2024"
"LOG00000320","21-03-2024","01:51:24",2024,5,"MACH00021","Machine 21","MODEL-9632","CNC Machine","Siemens","FAC01","Factory 1","LINE021","Assembly Line 21","75.6","58.5","3.54","46.22",9448,"16.21","Running","51.46","Yes","93.01",10,24,20,2639,"E003","Error condition E003","11-08-2024","25-08-2024"
"LOG00000321","21-05-2024","02:12:46",2024,2,"MACH00022","Machine 22","MODEL-5186","Hydraulic Press","ABB","FAC02","Factory 2","LINE022","Assembly Line 22","54","47.7","6.76","30.5",8357,"29.25","Idle","67.48","Yes","80.29",13,7,4,9096,"E004","Error condition E004","23-06-2024","08-05-2024"
"LOG00000322","12-11-2024","15:38:11",2024,1,"MACH00023","Machine 23","MODEL-7413","Conveyor","Fanuc","FAC03","Factory 3","LINE023","Assembly Line 23","33.6","40.2","3.19","18.43",9066,"28.24","Maintenance","55.29","Yes","95.36",15,17,8,2377,"E005","Error condition E005","19-09-2024","13-05-2024"
"LOG00000323","02-07-2024","09:31:16",2024,7,"MACH00024","Machine 24","MODEL-3537","Robot Arm","KUKA","FAC04","Factory 4","LINE024","Assembly Line 24","65.4","37.3","0.97","44.93",1735,"16.47","Error","61.93","Yes","79.09",14,19,5,2090,"None","No errors","07-03-2024","06-08-2024"
"LOG00000324","20-03-2024","15:29:47",2024,12,"MACH00025","Machine 25","MODEL-2596","Welder","Bosch","FAC05","Factory 5","LINE025","Assembly Line 25","23.1","76.3","4.37","3.99",7422,"30.91","Stopped","66.77","Yes","77.32",17,13,24,8356,"E001","Error condition E001","26-01-2024","28-05-2024"
"LOG00000325","20-03-2024","00:06:43",2024,12,"MACH00026","Machine 26","MODEL-4389","Drill","Mitsubishi","FAC06","Factory 6","LINE026","Assembly Line 26","38.8","53","5.35","48.02",8774,"14.98","Running","64.52","Yes","71.31",22,15,24,2429,"E002","Error condition E002","18-10-2024","25-01-2024"
"LOG00000326","12-10-2024","05:24:37",2024,3,"MACH00027","Machine 27","MODEL-3973","Lathe","Yaskawa","FAC07","Factory 7","LINE027","Assembly Line 27","22.1","54.6","8.81","31.41",4927,"45.72","Idle","83.03","No","63.08",4,4,16,1240,"E003","Error condition E003","19-10-2024","15-06-2024"
"LOG00000327","17-10-2024","17:01:06",2024,8,"MACH00028","Machine 28","MODEL-1033","Compressor","Omron","FAC08","Factory 8","LINE028","Assembly Line 28","44.8","70.4","3.53","45.68",9772,"23.21","Maintenance","76.64","No","68.62",19,12,9,5838,"E004","Error condition E004","08-03-2024","27-09-2024"
"LOG00000328","27-10-2024","11:22:56",2024,12,"MACH00029","Machine 29","MODEL-7433","CNC Machine","Siemens","FAC01","Factory 1","LINE029","Assembly Line 29","61.7","35.2","4.04","4.85",7285,"41.93","Error","60.58","Yes","87.08",16,23,11,2008,"E005","Error condition E005","28-08-2024","02-06-2024"
"LOG00000329","22-03-2024","15:27:40",2024,12,"MACH00030","Machine 30","MODEL-3255","Hydraulic Press","ABB","FAC02","Factory 2","LINE030","Assembly Line 30","51","37.9","7.55","26.28",8089,"3.63","Stopped","76.07","No","82.45",6,3,6,8077,"None","No errors","19-06-2024","27-04-2024"
"LOG00000330","20-03-2024","04:05:06",2024,4,"MACH00031","Machine 31","MODEL-7132","Conveyor","Fanuc","FAC03","Factory 3","LINE001","Assembly Line 1","28.6","64","8.99","46.86",2020,"0.66","Running","75.54","No","84.81",5,1,14,1152,"E001","Error condition E001","11-05-2024","11-12-2024"
"LOG00000331","14-12-2024","22:37:26",2024,3,"MACH00032","Machine 32","MODEL-1760","Robot Arm","KUKA","FAC04","Factory 4","LINE002","Assembly Line 2","33.2","46","9.14","38.62",2157,"22.13","Idle","88.63","No","98.27",7,7,12,5874,"E002","Error condition E002","06-04-2024","03-03-2024"
